cname1,ccode1,territor,river,maritime,milex_i,milper_i,cinc_i,domrel_i,englishlanguage_i,frenchlanguage_i,arabiclanguage_i,spanishlanguage_i,navaltonnage_i,jointigo,same_major_relig,corr_relig,ptacnt,capitaldistance,centdistance,mindistance,polity2_i,xrreg_i,xrcomp_i,xropen_i,xconst_i,parreg_i,parcomp_i,exrec_i,exconst_i,polcomp_i,gdp_i,gdpcap_i,pop_i,infantmortality_i,fdiingdp_i,fdioutgdp_i,aidgni_i,fuelexports_i,r_eastasia,r_europe,r_latin,r_me,r_none,r_na,r_southasia,r_africa,migration_ij,migration_ji,trade_ij,expfob_ij,expfob_ji
AZERBAIJAN,373,0,.0528820729772607,0,441514.7852298418,66.503387,.0013473198568199,2,0,0,0,0,1494.456121912769,12.987943,.24963786,.2544823614028766,.09531071,6294.8804,6218.1416,5557.415,5.3376036,2,1.0693293,4,2.2113791,3.5738509,2.2113791,3.2773173,2.2113791,3.0602863,14167427684.35791,1778.497087649701,7924977.938960061,63.71103993971363,25.97341012006478,11.83151743660146,3.449171476849699,78.57373053149544,0,1,0,0,0,0,0,0,2840864,422046,43023752126.34253,23103074272.13501,23604822165.94199
BAHAMAS,31,0,.0232172470978441,0,22132.05620189726,.42616788,.0001021804725255,1,1,0,0,0,0,20.684626,.61557788,.6109850615538417,.33406234,9239.3037,9322.2549,8533.0029,,,,,,,,,,,5584872353.686582,21287.76966471884,257406.0717737605,19.39994630391968,1.668470021013743,.4071136145882765,.1246889860132379,40.55191868521955,0,0,1,0,0,0,0,0,1907119,4913481,143018481984.0978,66198339946.29366,81725029988.19357
BAHRAIN,692,0,0,0,239158.9746555537,6.0971255,.000450488773601,2,0,0,1,0,4100,3.7309067,.23992838,.2562837880111673,.13156526,6523.4023,6497.9355,6042.3042,1.861541,3,1,1.7732607,1.5198163,3.8702161,1.2119408,1.7732607,1.5198163,1.3417248,11660369882.79741,20423.35284323715,502499.52849124,20.83963259057681,4.447647238149958,2.286772087782102,2.407706730795848,32.90391749087991,0,0,0,1,0,0,0,0,2968847,4143242,179064019134.7085,65411203898.65791,99583206798.83051
BANGLADESH,771,0,0,0,371118.9399557748,106.57458,.0058854133526109,2,0,0,0,0,8195.800642479215,3.1500256,.23985311,.2201303933794001,.18547408,8393.0127,8328.5117,7597.6968,11.728866,2.3381526,1.6395645,2.219425,3.5221977,2.8307536,2.3381526,6.4478655,3.5221977,4.5671034,46160213066.73561,422.6098414811569,105117655.6655894,100.5209219254969,.1425214339374124,.0068877292641102,4.610332149563013,.965216178269962,0,0,0,0,0,0,1,0,6105004,5827723,222552115742.6274,63629736092.80858,120610010138.9341
BARBADOS,53,0,0,0,9124.805690809495,.42544127,.000019199117468,1,1,0,0,0,0,18.843275,.60987699,.5910808540010639,.36533085,8743.6846,8803.7549,8304.2109,,,,,,,,,,,3750066426.74033,14009.01048871449,257524.8648813147,21.60456482045075,.9348627492176505,.0762059533497377,.172444961840707,4.580337155183866,0,0,1,0,0,0,0,0,3566988,3101452,30854108727.79636,5650523791.308405,18019171853.02949
BELARUS,370,0,0,0,1234318.010550113,69.179352,.0023322368500377,1,0,0,0,0,0,12.517709,.63978755,.6442991189563615,.15249714,6112.5762,6111.7495,5389.7944,7.4604373,2.1428034,1.4257724,4,3.1284852,3.5768652,2.2113791,4.2746797,3.1284852,3.057272,28100040305.17088,2816.260571186394,10014208.08590806,10.31130369253987,1.046141725498452,-.1002710795054928,.191669910993977,19.70595723778954,0,1,0,0,0,0,0,0,2797619,435264,202543015574.5663,96173203699.99985,87253914486.49551
BELGIUM,211,0,.0435240963855422,0,2620740.299473187,86.717278,.0057362882074835,1,0,1,0,0,6159.537572254335,23.365122,.60031462,.6085948047523354,1.478387,6093.0571,6097.9946,5509.4766,21,3,3,4,7,5,5,8,7,10,292278375257.3133,29233.96575688029,9912058.484263137,12.06082669188155,9.624575578991403,5.251013847799131,0,4.415984139047941,0,1,0,0,0,0,0,0,8954535,10828208,7201623541192.291,1561048117548.479,1483469742526.803
BELIZE,80,0,.0111919418019026,0,10941.60940742449,1,.0000174355775882,1,1,0,0,0,0,18.04842,.62521172,.6226637272157384,.3733021,10064.058,10090.55,9532.0166,,,,,,,,,,,703082997.4402616,3200.015064302259,210959.759741757,28.38266082545469,3.704132466831029,.5963622868677179,5.15893768911155,3.552132200472077,0,0,1,0,0,0,0,0,2044668,1595065,11638175053.54373,3666740123.345233,6417306444.999646
BENIN,434,0,0,0,21352.93663610237,4.7830849,.0002967401259067,1,0,1,0,0,0,12.784453,.15616399,.3702051714902686,.62526226,6567.0254,6493.6968,5790.5015,9.8115501,-3.3378952,-4.0922403,-3.1723006,-2.369235,-2.1064732,-2.7555768,.25017107,-2.369235,-.57506502,2975411033.405721,616.3953562037189,4687917.454906254,121.2767893800471,.8360022262688143,-1.517024717228169,8.518759992791775,2.294707657219688,0,0,0,0,0,0,0,1,4218667,5738477,20397203249.93552,4217187108.337175,22850303965.98912
BHUTAN,760,0,0,0,2485.077395781432,2.8661351,.0001000275535625,3,0,0,0,0,0,1.4442793,.04039428,-.0261549573029577,.028863417,8226.8818,8212.1602,7617.8848,1.1290017,3,1,1,1.0258003,3.9483993,.97419965,1,1.0258003,1.1032014,501838811.9500365,911.2109971791991,445736.1385924625,100.6698587891586,.3319654093125012,,17.33162572970003,29.73985460397348,0,0,0,0,0,0,1,0,1682319,2001722,1513290936.118765,0,858251783.4258152
"BOLIVIA, PLURINATIONAL STATE OF",145,.0030120481,0,.0030120481,110618.9643387816,25.823721,.0007535226664866,1,0,0,0,1,0,16.655005,.60031462,.6019634950807163,.27841458,10368.416,10267.028,9106.0137,13.9588,2.3294611,1.8181819,2.5859787,4.786303,2.5988114,2.9027421,6.3798461,4.786303,6.0378227,9609487126.186556,1514.749986886726,6305174.49979738,101.766202890719,2.875774753557791,.0255603069123839,6.899151841725916,22.95425815405857,0,0,1,0,0,0,0,0,5160636,6363784,67137325100.3614,33250500539.77297,38126247888.86961
BOSNIA AND HERZEGOVINA,346,0,.0140597539543058,0,365750.6072874494,43.026722,.0006258093522267,1,0,0,0,0,0,14.384615,.63978755,.6723271391185434,.018435068,5854.1968,5866.4448,5288.0972,11,-67.678947,-67.678947,-67.678947,-67.678947,-67.678947,-67.678947,-67.678947,-67.678947,-67.678947,9881693047.487696,2616.371466258999,3813436.943319838,9.670485829959599,4.145343266899974,.9775831030359231,20.3699364755646,7.017899013934071,0,1,0,0,0,0,0,0,2496829,3031033,45114828316.4057,7468107900.897132,32006848331.94454
BOTSWANA,571,0,0,0,109493.6098600122,4.6781802,.0001140459068777,1,1,0,0,0,0,6.2207851,.42088175,.4841963641306984,.42497671,7923.5107,7805.4673,6873.5137,17.793365,2,2,4,5.793366,2,4,7,5.793366,9,4554833657.143231,3094.108855059329,1273940.740566038,55.38081253804063,2.847179842079094,.5956060207747493,7.417435553838584,.0543269331072094,0,0,0,0,0,0,0,1,2288668,4499394,25397776385.72388,0,6647070624.033873
BRAZIL,140,.0063253012,.0183734939759036,.0063253012,5041559.103606646,356.20816,.0226185429150342,1,0,0,0,0,88860.60867215994,20.771984,.60031462,.6021650874637863,.33807486,9344.3994,9452.249,7069.0654,12.921654,1.0714575,.90355259,2.4590032,2.2782655,1.3010942,1.421856,5.3160882,2.2782655,4.2559772,1027697300116.497,7243.0583996844,134118523.3656626,67.5124003782236,1.506224489112118,.1586407318741165,.2178248188904139,2.415567652449767,0,0,1,0,0,0,0,0,8394082,9714411,2431788321273.641,1122224937206.7,969239221613.6139
BRUNEI DARUSSALAM,835,0,0,0,273588.584019975,4.9982524,.0001354437453184,2,0,0,0,0,0,.91985017,.24474761,.3243386634390358,.069944248,10362.105,10304.868,9789.8379,,,,,,,,,,,11054305186.705,37753.94943058337,294760.7837702871,10.024019975031,2.034445950382684,.7423566276941845,.1187458561934142,96.87956534623235,1,0,0,0,0,0,0,0,1690669,1014463,102520065660.8496,68330773856.90275,38283216741.74891
BULGARIA,355,0,.0173192771084337,0,1369273.836147508,136.54816,.0029908355531541,1,0,0,0,0,4403.373908221267,13.225719,.60031462,.6373530634051656,.084242508,5855.4268,5874.2368,5178.2827,10.189113,2.4040253,1.8080508,4,4.6161017,3.1919491,1.9367824,5.0201268,4.6161017,3.6816156,34184097363.69989,4055.016122323476,8465471.599081453,19.06011021619325,4.629355250998582,.0650157176001574,0,7.805485786329523,0,1,0,0,0,0,0,0,7804681,6730711,273183290814.043,81775456461.63884,135593424948.8647
BURKINA FASO,439,0,0,0,40383.19583960585,7.2805529,.0004392901738059,0,0,1,0,0,0,11.764472,.16949153,.3286921507619229,.52161139,6478.3032,6506.9346,5662.165,6.6857805,-.20418777,-1.6659368,-1.3745723,.12166416,1.6179006,-.0068427534,2.6532092,.12166416,.8891474,3058178363.327605,346.936656269058,8315341.848227727,112.6080881346665,.2680373989360189,.0413988175654646,11.16190576998463,.3434707151629162,0,0,0,0,0,0,0,1,5348434,4653332,19081127917.40171,4094667731.047196,12393412463.12301
BURUNDI,516,0,0,0,30503.19556309171,17.000141,.0003374110357496,1,0,1,0,0,0,7.6439171,.60358691,.6162102389521633,.50916702,6851.4282,6860.5532,6289.7114,6.8051434,-18.575243,-19.422636,-19.333757,-18.323725,-16.615797,-18.377703,-16.356083,-18.323725,-17.888512,1320453607.430632,267.6842872860594,4945108.48594037,115.3109289617483,.1388760283352963,-.0945919485269592,15.575228452049,.1616713630232669,0,0,0,0,0,0,0,1,3860553,4910305,7812827043.568359,1473894979.07261,3505960149.153723
CAMBODIA,811,0,0,0,66729.83736323113,87.065651,.0011326573821424,3,0,0,0,0,0,1.4876401,.042757042,-.0089124502599716,.0089766607,9594.7881,9483.625,8732.6641,8.3795261,-27.214643,-28.064568,-27.356747,-26.99122,-26.308388,-26.931919,-25.473862,-26.99122,-25.742943,5075921216.776072,423.6894828473883,8835661.54356342,93.1409742647057,4.450452218166598,-.8957195904882511,9.7042799327574,.4547013258945899,1,0,0,0,0,0,0,0,4657049,4929589,40726812591.81091,13253101156.29121,23495530095.23624
CAMEROON,471,0,0,0,111755.6278535729,13.702013,.0007259007024179,0,1,1,0,0,0,12.042955,.47876447,.5894147307032686,.5473001,6537.8999,6479.4614,5450.0762,4.7568555,2,1,4,2.2282858,3.6414967,1.8115629,3,2.2282858,2.8870728,13061589995.6191,1216.38783978296,10563131.8189923,109.1329866270409,.9369170754741939,.0293072713721178,4.250701466481604,21.09548460723345,0,0,0,0,0,0,0,1,5301802,7158458,105404822000.0428,45825423278.2577,40436799484.42725
CANADA,20,0,.038855421686747,0,6328104.877482102,81.434013,.0115835987977846,1,1,1,0,0,53834.50493043361,27.139402,.60031462,.6028366059229442,.03797818,8629.6963,9119.5732,6055.0518,21,3,3,4,7,5,5,8,7,10,894055829575.7794,33233.93999312838,25947460.72362556,11.0286910711872,1.847217241649501,2.013148292212586,0,11.13902796210449,0,0,0,0,0,1,0,0,10716701,11301027,9430471678646.988,4651169243295.966,3986072459435.986
CAPE VERDE,402,0,0,0,2724.386621315193,2.2789116,.0000289708238851,1,0,0,0,0,0,11.800264,.61712694,.6251094612192212,.41049799,7233.3491,7282.4595,6670.5669,13.984883,2.5334468,2.0668933,4,5.7135301,3.4416099,2.9720333,5.6672335,5.7135301,5.6710129,564024482.2050507,1403.413583142365,364237.8246409675,47.28852985638675,3.016382946573984,.0786640780915297,29.30561124609487,.3721557394818179,0,0,0,0,1,0,0,0,4423213,2569579,76549993.6094,225225915.7865009,4722147237.369129
CENTRAL AFRICAN REPUBLIC,482,0,0,0,15014.03914055016,3.5273025,.0001877571780484,1,0,1,0,0,0,9.0696592,.53281182,.5897913453813728,.41712126,6481.8311,6407.7681,5380.856,7.6341863,1.3340632,.51922816,1.0384563,2.1430135,3.3500752,1.7243739,4.8532915,2.1430135,3.0503626,1314933429.143163,504.1729781400277,2721353.68071712,121.9322430546035,.5324213458514977,.1580225048713908,11.42536671047065,.3071291120179541,0,0,0,0,0,0,0,1,3869111,3827803,9208156888.529812,3905046030.993509,3482460654.334251
CHAD,483,0,0,0,33489.18037498289,20.363077,.0004159673326947,2,0,1,1,0,0,9.0413303,.23526002,.503254867265304,.4183802,6256.8091,6152.7964,4990.292,6.0852609,-13.140824,-14.324347,-13.557821,-13.396333,-11.661831,-13.135897,-11.190913,-13.396333,-12.251813,3142350952.45998,552.1796132566365,5709035.051868072,111.522878040484,5.378678164552031,.2066748488333804,10.41472667124146,3.528973815072434,0,0,0,0,0,0,0,1,5126576,6044748,11760676219.91874,4911396501.422389,4889572108.472853
CHILE,155,.0052710841,.0711596385542169,.0052710841,1316657.350398487,93.184517,.0027928390652438,1,0,0,0,1,50274.64946643253,19.408077,.60031462,.6016852036386298,.36072364,11094.307,11253.842,9427.2646,13.682426,2.213562,1.6851276,2.6102931,4.4265838,2.6718898,2.914494,6.5187087,4.4265838,6.0436311,82191170759.8915,6303.492750112835,12244654.94988518,35.95661218425022,3.479852667153151,.9927284847937934,.467144625670538,.8123184567234275,0,0,1,0,0,0,0,0,7135190,8100005,671143335853.9168,326386345281.8517,281285589867.1633
CHINA,710,0,0,0,28210462.39767662,3239.9043,.1275656894097024,0,0,0,0,0,159711.1658786978,3.8044035,.012012012,-.0062857261579024,.0078718411,9131.9287,8613.7451,5914.0205,3.660543,2,1,4,2.660543,4,1,3,2.660543,1,987891564314.6148,835.4638807405202,1037392207.888694,44.43105856213268,2.847969465112176,.3722102654148422,.3192177577427248,6.508927854019694,1,0,0,0,0,0,0,0,10361861,6885400,9650704275484.41,3155695608756.167,2463524913418.841
COLOMBIA,100,0,.0739457831325301,0,1105680.925435634,98.342155,.004377042415237,1,0,0,0,1,13429.14359043631,20.489801,.60031462,.6023612901440485,.36459053,9793.9951,9822.3252,8578.5654,18.57058,2.754694,2.754694,4,6.0986085,2,3.7172768,7.754694,6.0986085,8.4345531,126067823480.9333,3856.972628481678,30850327.61772255,43.19015264082233,1.667731585774977,.3187705985703771,.6126597986299794,21.30203460727645,0,0,1,0,0,0,0,0,7051604,8159953,507162575346.9133,217829129890.0313,231485320787.5684
COMOROS,581,0,0,0,368.6946334089191,-4.2881708,.0000254927437642,2,0,1,1,0,0,5.504724,.2398172,.2290942577639365,.47567776,7581.3623,7589.0215,7101.1064,10.1935,-1.0028344,-2.2097507,-1.6549509,.55744523,.31065759,-.50302345,2.4442556,.55744523,1.5168178,375004818.2066279,835.2899723034291,433730.824452003,91.68686696900718,.4960778809876462,.2062314276316831,21.79072343551553,.0512093587269522,0,0,0,0,0,0,0,1,3203437,1733895,2783897751.100776,0,1984855525.411413
"CONGO, REPUBLIC OF",484,0,0,0,46219.84726974135,11.13617,.0002879323799097,1,0,1,0,0,0,9.3188725,.60031873,.6096679251508591,.41712126,6841.4634,6715.3291,5809.9487,6.225811,-.025318189,-.97235525,.93444639,.54605174,1.5814972,-.50348979,1.931025,.54605174,.10770494,5322584614.048041,2282.371410943701,2236486.856575886,73.42571506774461,3.323162851797947,-2.40372599074882,8.003268762881234,52.46107778177632,0,0,0,0,0,0,0,1,5482861,4822963,68444962375.15839,36484699737.47472,20290485159.80978
"CONGO, THE DEMOCRATIC REPUBLIC OF",490,0,0,0,133091.3387162995,49.396194,.0026812391268647,1,0,1,0,0,0,9.8345423,.60031873,.6110746573516623,.60288155,6844.5713,6795.7485,5327.0244,5.9593539,-33.085396,-33.656906,-31.942385,-33.656906,-31.942385,-33.610783,-32.513889,-33.656906,-33.610783,18957854645.36091,682.2361485161109,32453796.23415903,121.7478654181888,.5639468769510744,.0945364643492203,6.081827600351465,1.932913664579407,0,0,0,0,0,0,0,1,5943651,9212046,90223592977.14574,39398301570.01738,28633712535.40625
COSTA RICA,94,.0030120481,.0150602409638554,.0030120481,38450.48156152911,4.2274752,.0002179797379441,1,0,0,0,1,0,18.269621,.60031462,.6017742335732367,.16378953,10098.77,10145.093,9503.6016,21,3,3,4,7,5,5,8,7,10,14471881201.86587,4841.094790063924,2796846.45994867,24.75717423133277,2.92266256812691,.2135583494570327,1.756106204811313,.6181766953422538,0,0,1,0,0,0,0,0,4588707,5906768,207443442389.7394,69547349882.29808,89916381584.91065
COTE D'IVOIRE,437,0,0,0,87872.92869850827,10.177227,.0007896535240181,0,0,1,0,0,0,13.548242,.14776184,.4540884927552335,.51531684,6749.1245,6762.4341,5929.1553,4.4075546,-8.5894346,-9.4070072,-6.8502808,-8.8942108,-6.9022856,-9.1280966,-7.511838,-8.8942108,-8.9720812,16192635403.93978,1601.991482738954,10696322.18776516,122.7201176953524,1.17260827309783,.0361446869256105,4.293690091803181,8.189169238590379,0,0,0,0,0,0,0,1,5027447,7420654,194484403672.8814,98637245689.7885,66390611244.03581
CROATIA,344,0,.0152314001171646,0,905157.8947368421,72.887856,.0011402376518219,1,0,0,0,0,164.9763531266422,19.389069,.63978755,.6483222747498405,.082752973,5885.1802,5883.4238,5223.4463,12.859919,-4.8457489,-5.3060727,-3.0769231,-2.1489878,-4.4627528,-3.8449392,-2.0716598,-2.1489878,-.76558703,48269287609.26216,10762.17354748282,4515676.518218624,7.503724696356321,3.609972494287483,.6081037330754372,.3235643423143748,9.642868452229994,0,1,0,0,0,0,0,0,3048242,2328958,188291372491.2635,55611267145,112008565825.7519
CUBA,40,0,.0653614457831325,0,794761.4515736863,156.92165,.0023491403079833,1,0,0,0,1,9544.884542243955,21.486019,.60031462,.4241072716078683,.21613038,9521.5391,9440.1738,8603.5918,4.0389032,.53978115,-1.1411589,-1.1411589,-.1541267,2.8069701,-.1541267,3.5008781,-.1541267,-.1541267,35898690459.86545,3448.568079913469,9944580.053897068,17.21629221421498,,,.1911930546790521,1.303818734941748,0,0,1,0,0,0,0,0,7747891,6388554,134843883821.3774,34366289951.03484,74774237285.86501
CYPRUS,352,0,0,0,178210.9473107979,11.629807,.0001850089640071,1,0,0,0,0,0,15.102778,.60031873,.651547730900588,.12309414,5943.9194,5932.2217,5389.7495,19.712194,-4.0069795,-4.0069795,-3.0945668,-.4736554,-2.6255646,-2.477761,.55508417,-.4736554,1.9364992,12836253271.76505,20379.27354487071,755506.8938004653,9.621600331674992,4.108143952871973,1.240290430753694,2.231019763135475,3.352540519545639,0,1,0,0,0,0,0,0,6147986,7898095,109562643698.3019,21681368213.49236,117959404764.0856
CZECH REPUBLIC,315,0,0,0,2794689.362690801,165.00136,.0070365559502905,1,0,0,0,0,0,12.989734,.60031462,.5952154791635756,.13851678,5977.9419,5968.7744,5256.207,10.879238,.95272189,.3751182,2.5119545,3.1464272,2.7048495,1.0653789,3.5504525,3.1464272,3.0151291,147921953691.4348,14403.11870081978,10153806.64325274,8.207642746056347,5.511535840500895,.4271139352271601,0,3.678833084700044,0,1,0,0,0,0,0,0,3339247,3731584,1304440063751.461,272643181923.495,438260896647.7249
DENMARK,390,0,.1254518072289157,0,1692418.657571255,32.420776,.0015118804943942,1,0,0,0,0,15069.63852492233,14.367013,.60031462,.6056029928087903,1.1860241,6176.8496,6222.353,5554.0688,21,3,3,4,7,5,5,8,7,10,212464209483.8436,41179.50637571055,5109788.396190734,9.080156693232642,1.89953883221349,1.895847806617327,0,3.621002061362279,0,1,0,0,0,0,0,0,8539267,10318798,1918269144756.894,861897142433.6267,816593555087.5585
DJIBOUTI,522,0,0,0,25255.87291708492,6.152379,.0001040308371813,2,0,1,1,0,0,7.7948203,.2402612,.2504618612729467,.55982035,6674.4326,6636.7222,6109.5708,6.0558119,2,1.267617,4,2.267617,3.3503313,1.8004416,4.0704679,2.267617,2.9853444,816291465.6543185,1209.102713250864,577093.3951013853,91.86261794820454,1.189289960517126,,16.46438088018398,.0645979179383426,0,0,0,1,0,0,0,0,1407649,3457314,14381698223.12481,2251703299.187281,10683494641.50837
DOMINICA,54,0,0,0,6.103855721393035,0,2.45773217247e-06,1,1,0,0,0,0,17.054726,.6237334,.625586370276092,.46069548,8763.6172,8814.2617,8331.6689,,,,,,,,,,,322703172.2602455,4522.102542915875,71781.26741293533,13.8089137645108,7.233416534636594,1.000448430478026,11.89661422198013,.0000896079073856,0,0,1,0,0,0,0,0,1897524,1650461,5103585555.892106,1189381014.557017,3305441545.667274
DOMINICAN REPUBLIC,42,0,0,0,93846.25557206538,21.240984,.0007133074834527,1,0,0,0,1,0,22.617588,.60031462,.60184723620943,.11269162,9047.8594,9116.7686,8464.3262,14.811833,-2.7274077,-2.9729838,-1.4964204,-.79062539,-3.1063082,-2.1995137,.96136701,-.79062539,1.5099285,18482424005.04233,2636.49253095074,6460304.254356342,58.62627313251605,2.148129208729289,.0133392446890486,1.657641527053608,1.358131424820935,0,0,1,0,0,0,0,0,5502415,9143318,211497174603.888,67023350892.7245,119474636213.6067
ECUADOR,130,.0057228915,.0632530120481928,.0057228915,267533.4727813049,39.90274,.0011975323382413,1,0,0,0,1,5872.790760502499,19.207483,.60031462,.6012288173825784,.28656262,10243.274,10339.783,9387.9395,15.667027,2.2998784,2.0398488,2.9598811,5.0744295,2.3483722,3.3547211,6.779819,5.0744295,7.2185602,32817833715.15486,3423.367852487288,9170086.978522221,60.61527759016719,1.331027397990544,.0412018217433235,.8877703742729205,40.34463492659151,0,0,1,0,0,0,0,0,5643330,6417126,229669111278.5424,101157074481.7838,96099045546.50014
EGYPT,651,.00030120483,.0015060240963855,.00030120483,2684531.715115494,388.37524,.0082709029312442,1,0,0,1,0,27281.85222207213,6.8584356,.23452024,.2958736485800604,.55890071,5946.3027,5963.0796,4863.2529,4.7922463,2,1,4,3,3.9741995,1.7406456,3,3,1.8180467,75917820825.01596,1344.907875783862,51395342.96325814,97.21250844252349,1.995843803417488,.0616309441618493,5.916444229868932,35.24048337935797,0,0,0,1,0,0,0,0,8963953,8733011,469415233941.3956,93905256341.13911,395161348606.6413
EL SALVADOR,92,0,.0981927710843374,0,103425.1587194381,21.729029,.0005264378225044,1,0,0,0,1,0,17.388491,.60031462,.6022445960970152,.1618561,10221.81,10240.821,9650.3398,14.095502,-7.4157772,-7.7641497,-6.1780357,-5.7399702,-7.5661221,-6.5831418,-4.3624206,-5.7399702,-2.9743347,13045020588.2752,2625.961931934052,4778566.430636229,65.67745508577453,1.073597036184833,.1227781103105131,3.827284038236595,1.797965420959706,0,0,1,0,0,0,0,0,5022920,3906865,121292548072.0716,37849524449.46787,65776591737.21656
EQUATORIAL GUINEA,411,0,0,0,2458.50531661641,1.7021108,.0000460860180924,1,0,1,0,1,0,9.6038723,.60987699,.6215143364961665,.34148315,6608.9014,6696.1377,6063.3052,4.481987,1,0,0,1.0899857,4,1.3920013,4,1.0899857,1.3920013,2311181139.077148,3573.609055743824,432866.5435645136,118.1881563174278,25.40907283476722,.0340902993355788,22.30015195163911,8.635932906697285,0,0,0,0,0,0,0,1,3318018,2408767,27754380926.26195,19214921224.1152,5748370837.835612
ERITREA,531,0,0,0,145812.8834355828,138.86986,.0012919234881683,2,1,0,1,0,1150,7.8917618,.24963786,.6372790369728866,.16053215,6398.4043,6380.5425,5667.0742,4.5823841,2,1,4,2.5823839,4,2,3,2.5823839,2,1980962909.567115,579.3360252160005,3421574.448729185,60.7104294478524,5.707306344129647,-11.98050793667697,27.2497336100338,.0091064830862074,0,0,0,0,0,0,0,1,2096727,1430289,2802255454.2494,0,2579751194.727888
ESTONIA,366,0,.0195663670015865,0,95629.72871137905,5.4348154,.0001812646571213,1,0,0,0,0,0,14.085908,.63978755,.5973241523167084,.41326725,6307.8735,6286.23,5706.8657,18.363602,2.5022607,2.5022607,4,7,2.5693293,3.4306707,7.5022607,7,7.2920122,14536883185.38944,10498.08313961669,1411760.745666918,9.890278824415805,8.373006702950171,2.440355237740981,0,5.046195253900291,0,1,0,0,0,0,0,0,2148275,781882,114995797951.8643,42981463076.00203,64769025153.44181
ETHIOPIA,530,0,0,0,296292.7372686749,159.90221,.0031055327840065,1,1,0,0,0,0,7.5507226,.60031462,.6634526784497586,.35506144,6564.9209,6566.667,5369.1821,6.3884912,-8.1923542,-8.8169661,-6.4292855,-7.9610968,-6.7120085,-8.5084429,-6.2831283,-7.9610968,-7.6602731,11104403031.33608,202.1609852661991,44952171.97744158,119.7126212143813,2.178856582304753,,9.870686697250815,1.077199647407212,0,0,0,0,0,0,0,1,5779339,6578510,49388628641.11933,10762069239.60595,33222902794.52551
FIJI,950,0,0,0,21876.74223550905,2.9918618,.0000694699053313,1,1,0,0,0,0,.25527322,.61077112,.5248611580213165,.2311209,13699.321,13674.279,13046.521,17.091513,-.50622821,-.59093171,.75801361,3.1981399,-.29015115,.55721641,4.1665835,3.1981399,4.2252116,2149314781.911945,2974.709965029223,714342.1170901844,27.57415711675785,2.844162365805746,-1.173871934942733,2.885455006085782,.0033717970021169,1,0,0,0,0,0,0,0,2298384,4047796,34072802373.96333,12167575938.07359,17360382862.30456
FINLAND,375,0,0,0,1150509.771984331,36.372822,.0018093935026341,1,0,0,0,0,0,15.630555,.60031462,.602763678578922,.3694241,6386.998,6591.8105,5689.6694,21,3,3,4,7,5,5,8,7,10,139931085488.2014,28183.52517956598,4890913.578819398,7.981426448737138,1.652624030965608,2.668003323897116,0,2.359385163770802,0,1,0,0,0,0,0,0,7019256,8622096,1563139070299.085,710948779131.2083,672712344063.0192
FRANCE,220,.00060240965,.082078313253012,.00060240965,25611810.50236391,522.48993,.0224143885722004,1,0,1,0,0,274409.1368364177,23.277454,.60031462,.6144816366904266,1.4779726,6082.8203,6057.6655,5030.2119,19.049034,3,3,4,5.1978927,5,5,8,5.1978927,10,1645559354761.341,28579.17090977474,56458536.03971363,9.776536539240924,1.276220064358717,2.134161649220569,0,2.858215532521175,0,1,0,0,0,0,0,0,11101651,10806016,12344088760994.11,5237348305119.57,5765979862638.829
GABON,481,0,0,0,59734.49062542767,5.1530042,.0001376074449158,1,0,1,0,0,0,11.128644,.60031873,.6095033017821393,.41712126,6689.1514,6733.5498,5942.0903,4.238812,-.069248669,-1.4325988,.33940059,-.54085124,1.4984262,-.54085124,1.6804434,-.54085124,-.15450938,9390079005.642864,10452.412837059,883568.2388120979,60.23882754466896,.3388814923882769,.9695500900261612,2.66533312039337,65.13594426489645,0,0,0,0,0,0,0,1,3701554,4724413,107539807422.0797,68492851086.21639,27347371779.82298
GAMBIA,420,0,0,0,3481.839027301208,.74712813,.0000405142622706,2,1,0,0,0,0,12.162763,.23755513,.253989937598705,.36968774,6935.2891,6936.3457,6322.5459,14.207519,2.6030135,1.9786663,2.6382217,3.8937788,3.9837387,3.6968522,6.9221244,3.8937788,6.9946294,436842361.8085338,508.3851842564342,850381.09965687,91.40741459048287,2.598144521304998,,15.31010593582194,.0537100434199588,0,0,0,0,0,0,0,1,3453915,4292808,9916088380.437082,1875353905.167776,6217243500.224546
GEORGIA,372,0,0,0,237497.8553127355,13.983798,.0005244356066315,1,0,0,0,0,2140,13.71477,.63978755,.6722536414355376,.11399161,6165.4341,6127.4487,5459.8213,16.076488,2.1439338,2.1439338,4,5,2.5693293,3.501884,7.1439338,5,7.4344387,6473285389.712295,1444.933493024265,4524580.708364733,32.31605124340612,6.081649455265105,-.0996246872152977,6.485368077696045,9.227389906578692,0,1,0,0,0,0,0,0,3175680,444052,20313397166.05856,4511743857.176673,14551223321.49724
GERMANY,260,.0019578314,.0161144578313253,.0019578314,22982005.96096177,423.47534,.0310001954072666,1,0,0,0,0,65038.27029582602,20.431988,.60031462,.6102402860416963,1.4699627,6044.8071,6036.0576,5217.8955,21,3,3,4,7,5,5,8,7,10,2457012328096.481,30611.70166050299,79224301.49101715,9.985288177722664,.9903178298406669,1.414991585999284,0,2.562112702641237,0,1,0,0,0,0,0,0,2922445,5685745,16150857083159.68,8829568009867.904,117244347481.6811
